user_id,course_title,rating,persona
4,Sports Performance Analytics,3,Beginner Web Dev
4,Spanish for Successful Communication in Healthcare Settings,1,Beginner Web Dev
5,Introduction to Web Development,5,Beginner Web Dev
5,Coaching Skills for Managers,5,Beginner Web Dev
5,"Introduction to Biology: Ecology, Evolution, & Biodiversity",5,Beginner Web Dev
5,"HTML, CSS, and Javascript for Web Developers",5,Beginner Web Dev
5,Java FullStack Developer,5,Beginner Web Dev
5,Habilidades Gerenciales,4,Beginner Web Dev
5,Architecting with Google Compute Engine,3,Beginner Web Dev
5,Cloud-Native Development with OpenShift and Kubernetes,3,Beginner Web Dev
5,U.S. Federal Taxation,5,Beginner Web Dev
5,Auditing I: Conceptual Foundations of Auditing,3,Beginner Web Dev
6,Visual Elements of User Interface Design,3,Beginner Web Dev
6,Digital Health,5,Beginner Web Dev
6,IBM Full Stack Software Developer,5,Beginner Web Dev
6,Ask Questions to Make Data-Driven Decisions,3,Beginner Web Dev
6,"Introduction to Web Development with HTML, CSS, JavaScript",4,Beginner Web Dev
6,Cloud Application Development Foundations,5,Beginner Web Dev
6,Principles of Management,4,Beginner Web Dev
6,Meta AR Developer,4,Beginner Web Dev
6,IBM & Darden Digital Strategy,5,Beginner Web Dev
7,Java Programming and Software Engineering Fundamentals,4,Beginner Web Dev
7,Developing Front-End Apps with React,5,Beginner Web Dev
7,Design and Interpretation of Clinical Trials,2,Beginner Web Dev
7,Desarrollador front-end de Meta,5,Beginner Web Dev
7,Version Control,4,Beginner Web Dev
7,Architecting with Google Compute Engine,2,Beginner Web Dev
7,Financial Markets,4,Beginner Web Dev
7,Cybersecurity Operations Fundamentals,1,Beginner Web Dev
7,Finding Purpose and Meaning In Life: Living for What Matters Most,3,Beginner Web Dev
8,Introduction to Web Development,5,Beginner Web Dev
8,"Introduction to Biology: Ecology, Evolution, & Biodiversity",2,Beginner Web Dev
8,Using Python to Access Web Data,2,Beginner Web Dev
8,Cloud Application Development Foundations,5,Beginner Web Dev
8,Django for Everybody,5,Beginner Web Dev
8,Meta iOS Developer,4,Beginner Web Dev
8,Financial Markets,5,Beginner Web Dev
8,Natural Language Processing with Classification and Vector Spaces,4,Beginner Web Dev
8,Social Media Marketing,3,Beginner Web Dev
9,Introduction to Computer Science and Programming,5,Beginner Web Dev
9,Design and Interpretation of Clinical Trials,1,Beginner Web Dev
9,Meta Android Developer,4,Beginner Web Dev
9,Java FullStack Developer,2,Beginner Web Dev
9,Meta iOS Developer,2,Beginner Web Dev
9,Desarrollador front-end de Meta,5,Beginner Web Dev
9,HTML and CSS in depth,5,Beginner Web Dev
9,Google Advanced Data Analytics,3,Beginner Web Dev
9,International Business Essentials,5,Beginner Web Dev
9,Architecting with Google Kubernetes Engine,4,Beginner Web Dev
10,IBM Front-End Developer,5,Beginner Web Dev
10,Ask Questions to Make Data-Driven Decisions,3,Beginner Web Dev
10,Django for Everybody,5,Beginner Web Dev
10,Google Data Analytics (PT),3,Beginner Web Dev
10,Habilidades Gerenciales,3,Beginner Web Dev
10,Introduction to Computer Science and Programming,2,Beginner Web Dev
10,Principles of Sustainable Finance,3,Beginner Web Dev
10,Marketing with TikTok,4,Beginner Web Dev
10,Finance for Non-Finance Professionals,2,Beginner Web Dev
11,Key Technologies for Business,5,Beginner Web Dev
11,Gamification,2,Beginner Web Dev
11,React Basics,5,Beginner Web Dev
11,Using Python to Access Web Data,3,Beginner Web Dev
11,English for Career Development,1,Beginner Web Dev
11,Introduction to Computer Science and Programming,4,Beginner Web Dev
11,Organizational Analysis,4,Beginner Web Dev
12,Web Design for Everybody: Basics of Web Development & Coding,3,Beginner Web Dev
12,Meta AR Developer,3,Beginner Web Dev
12,IBM Full Stack Software Developer,2,Beginner Web Dev
12,Introduction to Computer Science and Programming,4,Beginner Web Dev
12,Web Applications for Everybody,5,Beginner Web Dev
12,Visual Elements of User Interface Design,4,Beginner Web Dev
12,Coaching Skills for Managers,1,Beginner Web Dev
12,Introduction to User Experience Design,3,Beginner Web Dev
12,Abnormal Psychology,1,Beginner Web Dev
12,Data Mining,4,Beginner Web Dev
13,Meta Back-End Developer,5,Beginner Web Dev
13,Java FullStack Developer,4,Beginner Web Dev
13,Digital Health,4,Beginner Web Dev
13,Cloud Application Development Foundations,5,Beginner Web Dev
13,Web Design for Everybody: Basics of Web Development & Coding,5,Beginner Web Dev
13,Visual Elements of User Interface Design,3,Beginner Web Dev
13,Introductory C Programming,5,Beginner Web Dev
13,Country Level Economics: Macroeconomic Variables and Markets,1,Beginner Web Dev
13,Impact Measurement & Management for the SDGs,2,Beginner Web Dev
13,Robotics,4,Beginner Web Dev
14,Introduction to Web Development,4,Beginner Web Dev
14,Web Design for Everybody: Basics of Web Development & Coding,5,Beginner Web Dev
14,Meta Android Developer,4,Beginner Web Dev
14,Gamification,2,Beginner Web Dev
14,Object-Oriented Data Structures in C++,1,Beginner Web Dev
14,The Materiality of ESG Factors,1,Beginner Web Dev
14,(ISC)² Systems Security Certified Practitioner (SSCP),3,Beginner Web Dev
14,Queering Identities: LGBTQ+ Sexuality and Gender Identity,5,Beginner Web Dev
15,Developing Front-End Apps with React,4,Beginner Web Dev
15,Java FullStack Developer,3,Beginner Web Dev
15,Cloud Application Development Foundations,5,Beginner Web Dev
15,Google Data Analytics (PT),5,Beginner Web Dev
15,Design and Interpretation of Clinical Trials,5,Beginner Web Dev
15,Introductory C Programming,5,Beginner Web Dev
15,Ask Questions to Make Data-Driven Decisions,1,Beginner Web Dev
15,Natural Language Processing with Probabilistic Models,2,Beginner Web Dev
15,International Marketing & Cross Industry Growth,1,Beginner Web Dev
15,Deep Neural Networks with PyTorch,1,Beginner Web Dev
16,Object-Oriented Data Structures in C++,4,Beginner Web Dev
16,Design and Interpretation of Clinical Trials,5,Beginner Web Dev
16,Cloud Application Development Foundations,5,Beginner Web Dev
16,HTML and CSS in depth,3,Beginner Web Dev
16,Gamification,2,Beginner Web Dev
16,Desarrollador front-end de Meta,5,Beginner Web Dev
16,Web Applications for Everybody,5,Beginner Web Dev
16,Foundations of Software Testing and Validation,3,Beginner Web Dev
16,JavaScript for Beginners,3,Beginner Web Dev
16,Introduction to Philosophy,3,Beginner Web Dev
17,Web Design for Everybody: Basics of Web Development & Coding,5,Beginner Web Dev
17,Meta Android Developer,5,Beginner Web Dev
17,Meta iOS Developer,4,Beginner Web Dev
17,IBM Full Stack Software Developer,5,Beginner Web Dev
17,Java FullStack Developer,3,Beginner Web Dev
17,Introduction to Front-End Development,5,Beginner Web Dev
17,Architecting with Google Compute Engine,5,Beginner Web Dev
17,English for Journalism,1,Beginner Web Dev
17,Digitalisation in Aeronautics and Space,2,Beginner Web Dev
17,Foundations of Data Structures and Algorithms,3,Beginner Web Dev
18,Habilidades Gerenciales,5,Beginner Web Dev
18,Java Programming and Software Engineering Fundamentals,5,Beginner Web Dev
18,JavaScript for Beginners,5,Beginner Web Dev
18,"HTML, CSS, and Javascript for Web Developers",4,Beginner Web Dev
18,.NET FullStack Developer,3,Beginner Web Dev
18,CompTIA a+_ cyber,2,Beginner Web Dev
18,Meta iOS Developer,3,Beginner Web Dev
18,Web Design for Everybody: Basics of Web Development & Coding,5,Beginner Web Dev
18,Project Management: Foundations and Initiation,3,Beginner Web Dev
18,Drug Development Product Management,4,Beginner Web Dev
19,Drug Development Product Management,5,Beginner Web Dev
19,Java Programming and Software Engineering Fundamentals,5,Beginner Web Dev
19,HTML and CSS in depth,3,Beginner Web Dev
19,JavaScript for Beginners,3,Beginner Web Dev
19,Meta iOS Developer,3,Beginner Web Dev
19,Dino 101: Dinosaur Paleobiology,2,Beginner Web Dev
19,Management of Fashion and Luxury Companies,4,Beginner Web Dev
19,Devenir entrepreneur du changement,2,Beginner Web Dev
20,JavaScript for Beginners,4,Beginner Web Dev
20,Habilidades Gerenciales,5,Beginner Web Dev
20,Django for Everybody,5,Beginner Web Dev
20,Version Control,5,Beginner Web Dev
20,Meta Android Developer,5,Beginner Web Dev
20,Using Python to Access Web Data,5,Beginner Web Dev
20,Digital Health,4,Beginner Web Dev
20,Learn English: Advanced Academic Speaking and Listening,2,Beginner Web Dev
20,Conflict Management,1,Beginner Web Dev
20,Practical Guide to Trading,3,Beginner Web Dev
21,JavaScript for Beginners,3,Beginner Web Dev
21,TensorFlow: Data and Deployment,3,Beginner Web Dev
21,Object-Oriented Data Structures in C++,4,Beginner Web Dev
21,Introduction to Web Development,5,Beginner Web Dev
21,Ask Questions to Make Data-Driven Decisions,3,Beginner Web Dev
21,"Introduction to Web Development with HTML, CSS, JavaScript",5,Beginner Web Dev
21,Entrepreneurship: Growing Your Business,3,Beginner Web Dev
21,Finding Your Professional Voice: Confidence & Impact,4,Beginner Web Dev
21,Entrepreneurship Strategy: From Ideation to Exit,5,Beginner Web Dev
22,"Introduction to Web Development with HTML, CSS, JavaScript",5,Beginner Web Dev
22,Object-Oriented Data Structures in C++,2,Beginner Web Dev
22,Introductory C Programming,5,Beginner Web Dev
22,Introduction to Generative AI,5,Beginner Web Dev
22,Meta Front-End Developer,5,Beginner Web Dev
22,HTML and CSS in depth,5,Beginner Web Dev
22,Programming with JavaScript,4,Beginner Web Dev
22,International Organizations Management,2,Beginner Web Dev
22,Professionalism in Allied Health,5,Beginner Web Dev
22,Visualizing the Living Body: Diagnostic Imaging,1,Beginner Web Dev
23,Cloud Application Development Foundations,5,Beginner Web Dev
23,Coaching Skills for Managers,3,Beginner Web Dev
23,Introduction to Generative AI,5,Beginner Web Dev
23,Digital Health,4,Beginner Web Dev
23,Programming with JavaScript,4,Beginner Web Dev
23,Design and Interpretation of Clinical Trials,3,Beginner Web Dev
23,IBM Full Stack Software Developer,4,Beginner Web Dev
23,Introduction to Clinical Data,5,Beginner Web Dev
23,Creative Writing,4,Beginner Web Dev
23,Think Outside the Inbox: Email Marketing,3,Beginner Web Dev
24,Introduction to Web Development,4,Beginner Web Dev
24,Using Python to Access Web Data,3,Beginner Web Dev
24,Gamification,1,Beginner Web Dev
24,Java Programming and Software Engineering Fundamentals,5,Beginner Web Dev
24,Habilidades Gerenciales,5,Beginner Web Dev
24,Developing Front-End Apps with React,5,Beginner Web Dev
24,The Singer Songwriter,3,Beginner Web Dev
24,Forensic Accounting and Fraud Examination,3,Beginner Web Dev
24,Professionalism in Allied Health,1,Beginner Web Dev
25,Ask Questions to Make Data-Driven Decisions,5,Beginner Web Dev
25,Java Programming and Software Engineering Fundamentals,5,Beginner Web Dev
25,Web Applications for Everybody,3,Beginner Web Dev
25,Coaching Skills for Managers,4,Beginner Web Dev
25,JavaScript for Beginners,4,Beginner Web Dev
25,Introduction to Generative AI,5,Beginner Web Dev
25,Business Strategies for A Better World,3,Beginner Web Dev
25,International Organizations Management,3,Beginner Web Dev
25,Accounting: Principles of Financial Accounting,1,Beginner Web Dev
26,"Introduction to Biology: Ecology, Evolution, & Biodiversity",5,Beginner Web Dev
26,Object-Oriented Data Structures in C++,4,Beginner Web Dev
26,Key Technologies for Business,1,Beginner Web Dev
26,Digital Health,5,Beginner Web Dev
26,IBM Front-End Developer,5,Beginner Web Dev
26,"HTML, CSS, and Javascript for Web Developers",4,Beginner Web Dev
26,IBM Data Analytics with Excel and R,4,Beginner Web Dev
26,Design and Interpretation of Clinical Trials,2,Beginner Web Dev
26,Google UX Design (PT),4,Beginner Web Dev
27,"HTML, CSS, and Javascript for Web Developers",2,Beginner Web Dev
27,.NET FullStack Developer,3,Beginner Web Dev
27,Meta AR Developer,2,Beginner Web Dev
27,Introduction to Generative AI,4,Beginner Web Dev
27,Java FullStack Developer,5,Beginner Web Dev
27,Architecting with Google Compute Engine,2,Beginner Web Dev
27,Cloud Application Development Foundations,5,Beginner Web Dev
27,Introduction to Google SEO,1,Beginner Web Dev
27,A life with ADHD,4,Beginner Web Dev
27,Go Beyond the Numbers: Translate Data into Insights,3,Beginner Web Dev
28,JavaScript for Beginners,5,Beginner Web Dev
28,Design and Interpretation of Clinical Trials,5,Beginner Web Dev
28,Programming with JavaScript,5,Beginner Web Dev
28,CompTIA a+_ cyber,4,Beginner Web Dev
28,"Introduction to Biology: Ecology, Evolution, & Biodiversity",5,Beginner Web Dev
28,Web Applications for Everybody,4,Beginner Web Dev
28,Fundamentals of Engineering Exam Review,4,Beginner Web Dev
28,Financing and Investing in Infrastructure,4,Beginner Web Dev
28,Google Project Management (PT),4,Beginner Web Dev
29,Meta Front-End Developer,5,Beginner Web Dev
29,IBM Front-End Developer,5,Beginner Web Dev
29,IBM Full Stack Software Developer,5,Beginner Web Dev
29,Object-Oriented Data Structures in C++,3,Beginner Web Dev
29,HTML and CSS in depth,4,Beginner Web Dev
29,Introduction to Generative AI,2,Beginner Web Dev
29,Architecting with Google Compute Engine,3,Beginner Web Dev
29,The Business of Health Care,5,Beginner Web Dev
29,Meta Back-End Developer,5,Beginner Web Dev
29,First Principles of Computer Vision,3,Beginner Web Dev
30,Introduction to Social Media Marketing,1,Data Science Aspirant
30,Arts and Heritage Management,2,Data Science Aspirant
30,Microsoft Power BI Data Analyst,5,Data Science Aspirant
30,Learn SQL Basics for Data Science,4,Data Science Aspirant
30,TensorFlow: Data and Deployment,5,Data Science Aspirant
30,Probabilistic Graphical Models,3,Data Science Aspirant
30,From Excel to Power BI,4,Data Science Aspirant
30,Omnichannel Retail Strategy,1,Data Science Aspirant
30,Teach English Now! Foundational Principles,4,Data Science Aspirant
30,Entrepreneurship,4,Data Science Aspirant
31,Introduction to Electronics,3,Data Science Aspirant
31,Career Success,5,Data Science Aspirant
31,Natural Language Processing in TensorFlow,2,Data Science Aspirant
31,Introduction to Programming with MATLAB,4,Data Science Aspirant
31,Machine Learning,5,Data Science Aspirant
31,ChatGPT Advanced Data Analysis,4,Data Science Aspirant
31,Introduction to Probability and Data with R,4,Data Science Aspirant
31,Learn English: Advanced Grammar and Punctuation,3,Data Science Aspirant
31,"Food Sustainability, Mindful Eating, and Healthy Cooking",5,Data Science Aspirant
31,Marketing en redes sociales de Meta,2,Data Science Aspirant
32,Data Analytics in the Public Sector with R,5,Data Science Aspirant
32,AI Applications in Marketing and Finance,1,Data Science Aspirant
32,Good with Words: Writing and Editing,3,Data Science Aspirant
32,Introduction to Agile Development and Scrum,1,Data Science Aspirant
32,Applied Software Engineering Fundamentals,5,Data Science Aspirant
32,Digital Marketing Strategy and Planning,4,Data Science Aspirant
32,Machine Learning Foundations for Product Managers,3,Data Science Aspirant
32,Agile Leadership,1,Data Science Aspirant
32,What is Compliance?,1,Data Science Aspirant
32,Negotiations,3,Data Science Aspirant
33,Excel to MySQL: Analytic Techniques for Business,5,Data Science Aspirant
33,SQL for Data Science,5,Data Science Aspirant
33,Exam Prep MLS-C01: AWS Certified Specialty Machine Learning,5,Data Science Aspirant
33,Introduction to Marketing,4,Data Science Aspirant
33,Deep Learning,4,Data Science Aspirant
33,From Data to Insights with Google Cloud,5,Data Science Aspirant
33,Conduct UX Research and Test Early Concepts,5,Data Science Aspirant
33,AI for Good,5,Data Science Aspirant
33,Introduction to Logic and Critical Thinking,4,Data Science Aspirant
33,Build a Modern Computer from First Principles: From Nand to Tetris (Project-Centered Course),1,Data Science Aspirant
34,Data Science Fundamentals with Python and SQL,4,Data Science Aspirant
34,Introduction to Data Science,5,Data Science Aspirant
34,Deep Learning,4,Data Science Aspirant
34,Introduction to Git and GitHub,1,Data Science Aspirant
34,Machine Learning,5,Data Science Aspirant
34,Google Data Analytics,5,Data Science Aspirant
34,Data Literacy,3,Data Science Aspirant
34,Linear Circuits 1: DC Analysis,1,Data Science Aspirant
34,Bookkeeping Basics,5,Data Science Aspirant
34,Getting Started with Power BI Desktop,5,Data Science Aspirant
35,Applied Data Science with Python,5,Data Science Aspirant
35,From Excel to Power BI,5,Data Science Aspirant
35,IBM Machine Learning,5,Data Science Aspirant
35,Real-World Product Management,5,Data Science Aspirant
35,Fundamentals of Engineering Exam Review,3,Data Science Aspirant
35,IBM Data Analyst,4,Data Science Aspirant
35,Machine Learning with Python,5,Data Science Aspirant
35,Inspired Leadership,2,Data Science Aspirant
35,Project Planning,4,Data Science Aspirant
35,The Strategy of Content Marketing,5,Data Science Aspirant
36,Computer Vision for Engineering and Science,5,Data Science Aspirant
36,Introduction to Scrum Master Training,5,Data Science Aspirant
36,Fundamentals of GIS,2,Data Science Aspirant
36,Introduction to Marketing,4,Data Science Aspirant
36,Akamai Network Engineering,1,Data Science Aspirant
36,Machine Learning Data Lifecycle in Production,5,Data Science Aspirant
36,An Introduction to Programming the Internet of Things (IOT),4,Data Science Aspirant
36,Getting Started with Git and GitHub,3,Data Science Aspirant
36,Get Started with Python,5,Data Science Aspirant
36,Scrum Master,3,Data Science Aspirant
37,Python 3 Programming,3,Data Science Aspirant
37,Introduction to Machine Learning in Production,2,Data Science Aspirant
37,IBM Data Analyst,4,Data Science Aspirant
37,Social and Economic Networks:  Models and Analysis,2,Data Science Aspirant
37,Supervised Machine Learning: Regression and Classification,5,Data Science Aspirant
37,Introduction to Machine Learning,5,Data Science Aspirant
37,Arts and Heritage Management,1,Data Science Aspirant
37,Data Analysis with R,1,Data Science Aspirant
37,Global Diplomacy: the United Nations in the World,5,Data Science Aspirant
37,Essentials of Global Health,1,Data Science Aspirant
38,Digital Fashion Innovation,5,Data Science Aspirant
38,Reinforcement Learning,5,Data Science Aspirant
38,Google Cloud Big Data and Machine Learning Fundamentals,5,Data Science Aspirant
38,Security Analyst Fundamentals,3,Data Science Aspirant
38,AI for Medicine,5,Data Science Aspirant
38,Survey Data Collection and Analytics,5,Data Science Aspirant
38,Introduction to Scripting in Python,5,Data Science Aspirant
38,CVS Health Call Center Customer Service,3,Data Science Aspirant
38,Innovation Management,4,Data Science Aspirant
38,COVID-19 Contact Tracing,5,Data Science Aspirant
39,Drug Development Product Management,3,Data Science Aspirant
39,Introduction to Programming with MATLAB,5,Data Science Aspirant
39,Corporate Strategy,5,Data Science Aspirant
39,Architecting with Google Compute Engine,4,Data Science Aspirant
39,Data Engineering Foundations,4,Data Science Aspirant
39,"Python, Bash and SQL Essentials for Data Engineering",3,Data Science Aspirant
39,Analyze Data to Answer Questions,4,Data Science Aspirant
39,Introduction to Dental Medicine,5,Data Science Aspirant
39,Software Architecture for Big Data,1,Data Science Aspirant
39,Writing in the Sciences,1,Data Science Aspirant
40,Learn SQL Basics for Data Science,5,Data Science Aspirant
40,Qualitative Research Design and Methods for Public Health,5,Data Science Aspirant
40,Natural Language Processing in TensorFlow,3,Data Science Aspirant
40,Mathematics for Machine Learning: Linear Algebra,4,Data Science Aspirant
40,Data Warehousing for Business Intelligence,2,Data Science Aspirant
40,AI For Business,3,Data Science Aspirant
40,Corporate Strategy,4,Data Science Aspirant
40,Dino 101: Dinosaur Paleobiology,2,Data Science Aspirant
40,Prompt Engineering for ChatGPT,1,Data Science Aspirant
40,Get Started with Python,3,Data Science Aspirant
41,Excel Skills for Data Analytics and Visualization,3,Data Science Aspirant
41,Foundations of Software Testing and Validation,2,Data Science Aspirant
41,Understanding Clinical Research: Behind the Statistics,4,Data Science Aspirant
41,Introduction to AI in the Data Center,1,Data Science Aspirant
41,Meta Marketing Analytics,5,Data Science Aspirant
41,Blockchain,5,Data Science Aspirant
41,IBM AI Engineering,4,Data Science Aspirant
41,IBM AI Foundations for Business,5,Data Science Aspirant
41,AI and Climate Change,1,Data Science Aspirant
41,Addiction Treatment: Clinical Skills for Healthcare Providers,1,Data Science Aspirant
42,Fundamentals of Machine Learning for Healthcare,4,Data Science Aspirant
42,Excel Fundamentals for Data Analysis,5,Data Science Aspirant
42,Using Python to Interact with the Operating System,2,Data Science Aspirant
42,Analyze Datasets and Train ML Models using AutoML,2,Data Science Aspirant
42,Applied Data Science with R,5,Data Science Aspirant
42,Chemicals and Health,5,Data Science Aspirant
42,"Songwriting: Writing, Arranging, and Producing Music",5,Data Science Aspirant
42,Write Professional Emails in English,1,Data Science Aspirant
42,IBM IT Scrum Master,3,Data Science Aspirant
43,Meta Back-End Developer,5,Data Science Aspirant
43,Fundamentals of Social Media Advertising,3,Data Science Aspirant
43,Introduction to Deep Learning & Neural Networks with Keras,3,Data Science Aspirant
43,Data Visualization with Python,5,Data Science Aspirant
43,The Power of Statistics,4,Data Science Aspirant
43,Security Analyst Fundamentals,5,Data Science Aspirant
43,Essentials in Clinical Simulations Across the Health Professions,4,Data Science Aspirant
43,Introduction to Electronics,5,Data Science Aspirant
43,"Effective Communication: Writing, Design, and Presentation",5,Data Science Aspirant
44,TensorFlow: Data and Deployment,3,Data Science Aspirant
44,Probabilistic Graphical Models,5,Data Science Aspirant
44,Blockchain Revolution,4,Data Science Aspirant
44,"Spark, Hadoop, and Snowflake for Data Engineering",1,Data Science Aspirant
44,An Introduction to Programming the Internet of Things (IOT),2,Data Science Aspirant
44,Arts and Heritage Management,5,Data Science Aspirant
44,Data Analysis with R,4,Data Science Aspirant
44,Mergers and Acquisitions,1,Data Science Aspirant
44,IT Fundamentals for Cybersecurity,5,Data Science Aspirant
44,Project Planning,5,Data Science Aspirant
45,Fundamentals of Engineering Exam Review,5,Data Science Aspirant
45,Foundations of Business Strategy,2,Data Science Aspirant
45,Applied Data Science with R,5,Data Science Aspirant
45,Social and Economic Networks:  Models and Analysis,3,Data Science Aspirant
45,Data Science Foundations: Statistical Inference,2,Data Science Aspirant
45,Nuts and Bolts of U.S. Immigration Law,5,Data Science Aspirant
45,Google Cybersecurity,5,Data Science Aspirant
45,Project Execution: Running the Project,1,Data Science Aspirant
45,Introduction to Spreadsheets and Models,2,Data Science Aspirant
45,Power Electronics,5,Data Science Aspirant
46,AI and Public Health,3,Data Science Aspirant
46,Foundations of Data Structures and Algorithms,5,Data Science Aspirant
46,Data Engineering Foundations,5,Data Science Aspirant
46,Data Analysis with R,2,Data Science Aspirant
46,Learn SQL Basics for Data Science,4,Data Science Aspirant
46,Microsoft Azure Data Scientist Associate (DP-100),5,Data Science Aspirant
46,Google IT Support (Deutsch),5,Data Science Aspirant
46,Soporte de Tecnologías de la Información de Google,4,Data Science Aspirant
46,American Contract Law I,5,Data Science Aspirant
46,IBM Applied DevOps Engineering,4,Data Science Aspirant
47,Data Analysis and Presentation Skills: the PwC Approach,5,Data Science Aspirant
47,IBM Data Analyst,1,Data Science Aspirant
47,Python for Everybody,2,Data Science Aspirant
47,Machine Learning on Google Cloud,2,Data Science Aspirant
47,Generative Adversarial Networks (GANs),4,Data Science Aspirant
47,AI Foundations for Everyone,5,Data Science Aspirant
47,Google Business Intelligence,5,Data Science Aspirant
47,Medical Billing and Coding Fundamentals,5,Data Science Aspirant
47,Robotics,3,Data Science Aspirant
47,Design Thinking,4,Data Science Aspirant
48,Advanced Machine Learning on Google Cloud,3,Data Science Aspirant
48,Object Oriented Programming in Java,5,Data Science Aspirant
48,Data Science,5,Data Science Aspirant
48,Six Sigma Black Belt,5,Data Science Aspirant
48,Advanced Business Analytics,3,Data Science Aspirant
48,Build Wireframes and Low-Fidelity Prototypes,5,Data Science Aspirant
48,Introduction to Systematic Review and Meta-Analysis,2,Data Science Aspirant
48,User Interface Design,4,Data Science Aspirant
48,Soporte de Tecnologías de la Información de Google,3,Data Science Aspirant
49,Machine Learning,5,Data Science Aspirant
49,Ask Questions to Make Data-Driven Decisions,5,Data Science Aspirant
49,Advanced Learning Algorithms,2,Data Science Aspirant
49,IBM Data Analytics with Excel and R,5,Data Science Aspirant
49,Data-driven Decision Making,4,Data Science Aspirant
49,Data Visualization and Dashboards with Excel and Cognos,4,Data Science Aspirant
49,IBM AI Engineering,3,Data Science Aspirant
49,Generative AI for Everyone,5,Data Science Aspirant
49,Introduction to Programming with Python and Java,4,Data Science Aspirant
49,Information Technology (IT) and Cloud Fundamentals,5,Data Science Aspirant
50,Drug Development Product Management,3,Data Science Aspirant
50,Developing Front-End Apps with React,5,Data Science Aspirant
50,Expressway to Data Science: Python Programming,5,Data Science Aspirant
50,Automate Cybersecurity Tasks with Python,4,Data Science Aspirant
50,Applied Data Science Capstone,5,Data Science Aspirant
50,Introduction to Computers and Operating Systems and Security,5,Data Science Aspirant
50,AI Applications in Marketing and Finance,3,Data Science Aspirant
50,Formal Financial Accounting,5,Data Science Aspirant
50,Developing APIs with Google Cloud's Apigee API Platform,3,Data Science Aspirant
50,Preparing for Google Cloud Certification: Cloud DevOps Engineer,5,Data Science Aspirant
51,Epidemiology in Public Health Practice,2,Data Science Aspirant
51,"Concepts, Strategies, and Analytics in Performance Marketing and Digital Advertising",5,Data Science Aspirant
51,AI for Good,5,Data Science Aspirant
51,Introduction to Machine Learning in Production,2,Data Science Aspirant
51,Computer Vision for Engineering and Science,3,Data Science Aspirant
51,Foundations of Digital Marketing and E-commerce,3,Data Science Aspirant
51,Business Sustainability in the Circular Economy,5,Data Science Aspirant
51,Chemicals and Health,4,Data Science Aspirant
51,Astronomy: Exploring Time and Space,5,Data Science Aspirant
51,Troubles du spectre de l'autisme : diagnostic,4,Data Science Aspirant
52,Meta Back-End Developer,5,Data Science Aspirant
52,Fundamentals of Machine Learning for Healthcare,5,Data Science Aspirant
52,Business Statistics and Analysis,4,Data Science Aspirant
52,Google Cybersecurity,5,Data Science Aspirant
52,People and Soft Skills for Professional and Personal Success,5,Data Science Aspirant
52,Data Management for Clinical Research,4,Data Science Aspirant
